word,kana,boin,hinshi
画,かく,アウ,名詞
画い,えがい,エアイ,動詞
画き,えがき,エアイ,動詞
画く,えがく,エアウ,動詞
画し,かくし,アウイ,動詞
画す,かくす,アウウ,動詞
画家,がか,アア,名詞
画期的で,かっきてきで,アッイエイエ,形容詞
画期的な,かっきてきな,アッイエイア,形容詞
画工,がこう,アオウ,名詞
画才,がさい,アアイ,名詞
画策,かくさく,アウアウ,名詞
画集,がしゅう,アウウ,名詞
画塾,がじゅく,アウウ,名詞
画図,えず,エウ,名詞
画像,がぞう,アオウ,名詞
画題,がだい,アアイ,名詞
画布,がふ,アウ,名詞
画風,がふう,アウウ,名詞
画本,えもと,エオオ,名詞
画面,がめん,アエン,名詞
臥,が,ア,名詞
臥さ,ふさ,ウア,動詞
臥し,ふし,ウイ,動詞
臥す,ふす,ウウ,動詞
臥せる,ふせる,ウエウ,動詞
臥牛山,がぎゅうさん,アウウアン,名詞
臥所,ふしど,ウイオ,名詞
臥床,がしょう,アオウ,名詞
臥竜,がりょう,アオウ,名詞
芽,め,エ,名詞
芽ぐみ,めぐみ,エウイ,動詞
芽ぐむ,めぐむ,エウウ,動詞
芽ぐめ,めぐめ,エウエ,動詞
芽ぐん,めぐん,エウン,動詞
芽出,めで,エエ,名詞
芽生,めむ,エウ,名詞
芽生え,めばえ,エアエ,名詞
蛾,が,ア,名詞
賀,が,ア,名詞
賀春,がしゅん,アウン,名詞
賀状,がじょう,アオウ,名詞
賀来ゆうじ,かくゆうじ,アウウウイ,名詞
雅,まさ,アア,名詞
雅,みやび,イアイ,名詞
雅やか,みやびやか,イアイアア,名詞
雅興,まさおき,アアオイ,名詞
雅言,がげん,アエン,名詞
雅樹里,みやびじゅり,イアイウイ,名詞
雅男,まさお,アアオ,名詞
雅美,まさみ,アアイ,名詞
雅巳,まさみ,アアイ,名詞
雅量,がりょう,アオウ,名詞
餓え,うえ,ウエ,動詞
餓鬼,がき,アイ,名詞
餓鬼大将,がきだいしょう,アイアイオウ,名詞
餓鬼道,がきどう,アイオウ,名詞
餓死,がし,アイ,名詞
駕,が,ア,名詞
介,かい,アイ,名詞
介し,かいし,アイイ,動詞
介する,かいする,アイウウ,動詞
介意,かいい,アイイ,名詞
介護,かいご,アイオ,名詞
介在,かいざい,アイアイ,名詞
介錯,かいしゃく,アイアウ,名詞
介助,かいじょ,アイオ,名詞
介添,かいぞえ,アイオエ,名詞
介入,かいにゅう,アイウウ,名詞
介抱,かいほう,アイオウ,名詞
会,かい,アイ,名詞
会い,あい,アイ,動詞
会いたかった,あいたかった,アイアアッア,名詞
会いに行こう,あいにいこう,アイイイオウ,名詞
会う,あう,アウ,動詞
会える,あえる,アエウ,動詞
会お,あお,アオ,動詞
会さ,かいさ,アイア,動詞
会し,かいし,アイイ,動詞
会す,かいす,アイウ,動詞
会わ,あわ,アア,動詞
会わさ,あわさ,アアア,動詞
会わし,あわし,アアイ,動詞
会員,かいいん,アイイン,名詞
会館,かいかん,アイアン,名詞
会議,かいぎ,アイイ,名詞
会議室,かいぎしつ,アイイイウ,名詞
会計,かいけい,アイエイ,名詞
会見,かいけん,アイエン,名詞
会合,かいごう,アイオウ,名詞
会社,かいしゃ,アイア,名詞
会社員,かいしゃいん,アイアイン,名詞
回覧,かいらん,アイアン,名詞
会社四季報,かいしゃしきほう,アイアイイオウ,名詞
会釈,えしゃく,エアウ,名詞
会衆,かいしゅう,アイウウ,名詞
会場,かいじょう,アイオウ,名詞
会食,かいしょく,アイオウ,名詞
会心,かいしん,アイイン,名詞
会戦,かいせん,アイエン,名詞
会則,かいそく,アイオウ,名詞
会談,かいだん,アイアン,名詞
会長,かいちょう,アイオウ,名詞
会長はメイド様!,かいちょうはめいどさま,アイオウアエイオアア,名詞
会長様とひよこちゃん,かいちょうさまとひよこちゃん,アイオウアアオイオオアン,名詞
会津,あいづ,アイウ,名詞
会津戦争,あいづせんそう,アイウエンオウ,名詞
会津泰成,あいづやすなり,アイウアウアイ,名詞
会堂,かいどう,アイオウ,名詞
会得,えとく,エオウ,名詞
会費,かいひ,アイイ,名詞
会話,かいわ,アイア,名詞
解,かい,アイ,名詞
解い,とい,オイ,動詞
解か,とか,オア,動詞
解かさ,とかさ,オアア,動詞
解かし,とかし,オアイ,動詞
解き,とき,オイ,動詞
解き放さ,ときはなさ,オイアアア,動詞
解き放し,ときはなし,オイアアイ,動詞
解き放す,ときはなす,オイアアウ,動詞
解き放た,ときはなた,オイアアア,動詞
解く,とく,オウ,動詞
解け,とけ,オエ,動詞
解ける,とける,オエウ,動詞
解こ,ほどこ,オオオ,動詞
解さ,ほぐさ,オウア,動詞
解し,かいし,アイイ,動詞
解する,かいする,アイウウ,動詞
解すれ,かいすれ,アイウエ,動詞
解せ,ほぐせ,オウエ,動詞
解ら,わから,アアア,動詞
解り,わかり,アアイ,動詞
解りゃ,わかりゃ,アアア,動詞
解る,わかる,アアウ,動詞
解れ,わかれ,アアエ,動詞
解禁,かいきん,アイイン,名詞
解決,かいけつ,アイエウ,名詞
解決方法,かいけつほうほう,アイエウオウオウ,名詞
解雇,かいこ,アイオ,名詞
解散,かいさん,アイアン,名詞
解釈,かいしゃく,アイアウ,名詞
解除,かいじょ,アイオ,名詞
解消,かいしょう,アイオウ,名詞
解析,かいせき,アイエイ,名詞
解説,かいせつ,アイエウ,名詞
解体,かいたい,アイアイ,名詞
解体屋ゲン,こわしやげん,オアイアエン,名詞
解体新書,かいたいしんしょ,アイアイインオ,名詞
解脱,げだつ,エアウ,名詞
解答,かいとう,アイオウ,名詞
解毒,げどく,エオウ,名詞
解読,かいどく,アイオウ,名詞
解放,かいほう,アイオウ,名詞
解剖,かいぼう,アイオウ,名詞
解剖学,かいぼうがく,アイオウアウ,名詞
解明,かいめい,アイエイ,名詞
解約,かいやく,アイアウ,名詞
解離,かいり,アイイ,名詞
解纜,かいらん,アイアン,名詞
回,かい,アイ,名詞
回さ,まわさ,アアア,動詞
回し,まわし,アアイ,動詞
回し,まわし,アアイ,名詞
回し者,まわしもの,アアイオオ,名詞
回す,まわす,アアウ,動詞
回ら,まわら,アアア,動詞
回り,まわり,アアイ,動詞
回り,まわり,アアイ,名詞
回りくどい,まわりくどい,アアイウオイ,形容詞
回り道,まわりみち,アアイイイ,名詞
回る,まわる,アアウ,動詞
眼,め,エ,名詞
回れ,まわれ,アアエ,動詞
回顧,かいこ,アイオ,名詞
回向,えこう,エオウ,名詞
回収,かいしゅう,アイウウ,名詞
回数,かいすう,アイウウ,名詞
回生,かいせい,アイエイ,名詞
回旋,かいせん,アイエン,名詞
回線,かいせん,アイエン,名詞
回想,かいそう,アイオウ,名詞
回送,かいそう,アイオウ,名詞
回転,かいてん,アイエン,名詞
回転銀河,かいてんぎんが,アイエンインア,名詞
回答,かいとう,アイオウ,名詞
回避,かいひ,アイイ,名詞
回復,かいふく,アイウウ,名詞
回遊,かいゆう,アイウウ,名詞
回礼,かいれい,アイエイ,名詞
回路,かいろ,アイオ,名詞
回廊,かいろう,アイオウ,名詞
塊,かたまり,アアアイ,名詞
壊さ,こわさ,オアア,動詞
壊し,こわし,オアイ,動詞
壊す,こわす,オアウ,動詞
壊れ,こわれ,オアエ,動詞
壊れていてもかまいません,こわれていてもかまいません,オアエエイエオアアイアエン,名詞
壊れる,こわれる,オアエウ,動詞
壊滅,かいめつ,アイエウ,名詞
壊乱,かいらん,アイアン,名詞
廻,まわり,アアイ,名詞
廻さ,まわさ,アアア,動詞
廻し,まわし,アアイ,動詞
廻し,まわし,アアイ,名詞
廻す,まわす,アアウ,動詞
廻せ,まわせ,アアエ,動詞
廻せる,まわせる,アアエウ,動詞
廻ら,まわら,アアア,動詞
廻らし,めぐらし,エウアイ,動詞
廻らす,めぐらす,エウアウ,動詞
廻り,まわり,アアイ,動詞
廻り,まわり,アアイ,名詞
廻り合せ,めぐりあわせ,エウイアアエ,名詞
廻り道,まわりみち,アアイイイ,名詞
廻る,めぐる,エウウ,動詞
廻れ,まわれ,アアエ,動詞
廻れ,めぐれ,エウエ,動詞
廻転,かいてん,アイエン,名詞
廻文,かいぶん,アイウン,名詞
廻廊,かいろう,アイオウ,名詞
快,かい,アイ,名詞
快,こころよ,オオオオ,形容詞
快い,こころよい,オオオオイ,形容詞
快から,こころよから,オオオオアア,形容詞
快き,こころよき,オオオオイ,形容詞
快く,こころよく,オオオオウ,形容詞
快し,こころよし,オオオオイ,形容詞
快楽,かいらく,アイアウ,名詞
快活,かいかつ,アイアウ,名詞
快感,かいかん,アイアン,名詞
快挙,かいきょ,アイオ,名詞
快傑蒸気探偵団,かいけつじょうきたんていだん,アイエウオウイアンエイアン,名詞
快哉,かいさい,アイアイ,名詞
快事,かいじ,アイイ,名詞
快次,かいじ,アイイ,名詞
快勝,かいしょう,アイオウ,名詞
快晴,かいせい,アイエイ,名詞
快僧のざらし,かいそうのざらし,アイオウオアアイ,名詞
快走,かいそう,アイオウ,名詞
快速,かいそく,アイオウ,名詞
快男児,かいだんじ,アイアンイ,名詞
快調,かいちょう,アイオウ,名詞
快適,かいてき,アイエイ,形容詞
快適,かいてき,アイエイ,名詞
快適で,かいてきで,アイエイエ,形容詞
快盗シスターズいただき!パンサー,かいとうしすたーずいただきぱんさー,アイオウイウアアウイアアイアンアア,名詞
快彦,はやひこ,アアイオ,名詞
快報,かいほう,アイオウ,名詞
快方,かいほう,アイオウ,名詞
快癒,かいゆ,アイウ,名詞
怪,あや,アア,形容詞
怪,かい,アイ,名詞
怪しい,あやしい,アアイイ,形容詞
怪しから,あやしから,アアイアア,形容詞
怪しき,あやしき,アアイイ,形容詞
怪しく,あやしく,アアイウ,形容詞
怪しげ,あやしげ,アアイエ,名詞
怪しけれ,あやしけれ,アアイエエ,形容詞
怪しま,あやしま,アアイア,動詞
怪しみ,あやしみ,アアイイ,動詞
怪しむ,あやしむ,アアイウ,動詞
怪しゅう,あやしゅう,アアウウ,形容詞
怪しん,あやしん,アアイン,動詞
怪異,かいい,アイイ,名詞
怪我人,けがじん,エアイン,名詞
怪漢,かいかん,アイアン,名詞
怪奇,かいき,アイイ,名詞
怪奇映画,かいきえいが,アイイエイア,名詞
怪奇警察サイポリス,かいきけいさつさいぽりす,アイイエイアウアイオイウ,名詞
怪奇現象,かいきげんしょう,アイイエンオウ,名詞
怪奇猫娘,かいきねこむすめ,アイイエオウウエ,名詞
怪奇版画男,かいきはんがおとこ,アイイアンアオオオ,名詞
怪事件,かいじけん,アイイエン,名詞
怪獣,かいじゅう,アイウウ,名詞
怪獣の家,かいじゅうのいえ,アイウウオイエ,名詞
怪人,かいじん,アイイン,名詞
怪人同盟,かいじんどうめい,アイインオウエイ,名詞
怪体真書,かいたいしんしょ,アイアイインオ,名詞
怪談,かいだん,アイアン,名詞
怪艇ポセイドン,かいていぽせいどん,アイエイオエイオン,名詞
怪盗アマリリス,かいとうあまりりす,アイオウアアイイウ,名詞
怪盗シュガー,かいとうしゅがー,アイオウウアア,名詞
怪盗ジョーカー,かいとうじょーかー,アイオウオオアア,名詞
怪盗セイント・テール,かいとうせいんとてーる,アイオウエインオエエウ,名詞
怪盗ルヴァン,かいとうるヴァん,アイオウウアン,名詞
怪物,かいぶつ,アイウウ,名詞
怪物くん,かいぶつくん,アイウウウン,名詞
怪物王女,かいぶつおうじょ,アイウウオウオ,名詞
怪物事変,けものじへん,エオオイエン,名詞
怪訝,けげん,エエン,名詞
悔い,くい,ウイ,動詞
悔い,くい,ウイ,名詞
悔いる,くいる,ウイウ,動詞
悔い改め,くいあらため,ウイアアアエ,動詞
悔い改める,くいあらためる,ウイアアアエウ,動詞
悔し,くやし,ウアイ,形容詞
悔しい,くやしい,ウアイイ,形容詞
悔み,くやみ,ウアイ,名詞
悔やん,くやん,ウアン,動詞
悔悟,かいご,アイオ,名詞
悔恨,かいこん,アイオン,名詞
悔悛,かいしゅん,アイウン,名詞
恢復,かいふく,アイウウ,名詞
懐,ふところ,ウオオオ,名詞
懐い,なつい,アウイ,動詞
懐かし,なつかし,アウアイ,形容詞
懐かしい,なつかしい,アウアイイ,形容詞
懐かしかっ,なつかしかっ,アウアイアッ,形容詞
懐かしく,なつかしく,アウアイウ,形容詞
懐かしみ,なつかしみ,アウアイイ,動詞
懐ける,なつける,アウエウ,動詞
懐しく,なつかしく,アウアイウ,形容詞
懐疑,かいぎ,アイイ,名詞
懐疑的,かいぎてき,アイイエイ,名詞
懐旧,かいきゅう,アイウウ,名詞
懐剣,かいけん,アイエン,名詞
懐手,ふところで,ウオオオエ,名詞
懐中,かいちゅう,アイウウ,名詞
懐中時計,かいちゅうどけい,アイウウオエイ,名詞
懐妊,かいにん,アイイン,名詞
戒,かい,アイ,名詞
戒め,いましめ,イアイエ,動詞
戒め,いましめ,イアイエ,名詞
戒める,いましめる,イアイエウ,動詞
戒厳令,かいげんれい,アイエンエイ,名詞
戒告,かいこく,アイオウ,名詞
戒名,かいみょう,アイオウ,名詞
戒律,かいりつ,アイイウ,名詞
改,あらため,アアアエ,名詞
改ざん,かいざん,アイアン,名詞
改まら,あらたまら,アアアアア,動詞
改まる,あらたまる,アアアアウ,動詞
改むる,あらたむる,アアアウウ,動詞
改め,あらため,アアアエ,動詞
改めて,あらためて,アアアエエ,副詞
改めよ,あらためよ,アアアエオ,動詞
改める,あらためる,アアアエウ,動詞
改めれ,あらためれ,アアアエエ,動詞
改悪,かいあく,アイアウ,名詞
改革,かいかく,アイアウ,名詞
改革開放,かいかくかいほう,アイアウアイオウ,名詞
改元,かいげん,アイエン,名詞
改札,かいさつ,アイアウ,名詞
改札口,かいさつぐち,アイアウウイ,名詞
改宗,かいしゅう,アイウウ,名詞
改修,かいしゅう,アイウウ,名詞
改称,かいしょう,アイオウ,名詞
改心,かいしん,アイイン,名詞
改新の詔,かいしんのみことのり,アイインオイオオオイ,名詞
改正,かいせい,アイエイ,名詞
改善,かいぜん,アイエン,名詞
改組,かいそ,アイオ,名詞
改造,かいぞう,アイオウ,名詞
改造社,かいぞうしゃ,アイオウア,名詞
改造人間ロギイ,かいぞうにんげんろぎい,アイオウインエンオイイ,名詞
改造内閣,かいぞうないかく,アイオウアイアウ,名詞
改題,かいだい,アイアイ,名詞
改築,かいちく,アイイウ,名詞
改定,かいてい,アイエイ,名詞
改訂,かいてい,アイエイ,名詞
改訂版,かいていばん,アイエイアン,名詞
改版,かいはん,アイアン,名詞
改変,かいへん,アイエン,名詞
改名,かいめい,アイエイ,名詞
改良,かいりょう,アイオウ,名詞
改悛,かいしゅん,アイウン,名詞
改竄,かいざん,アイアン,名詞
海辺,うみべ,ウイエ,名詞
魁!!クロマティ高校,さきがけくろまてィこうこう,アイアエウオアイオウオウ,名詞
魁!!男塾,さきがけおとこじゅく,アイアエオオオウウ,名詞
魁,さきがけ,アイアエ,名詞
魁偉,かいい,アイイ,名詞
晦,みそ,イオ,名詞
晦まさ,くらまさ,ウアアア,動詞
晦まし,くらまし,ウアアイ,動詞
晦ます,くらます,ウアアウ,動詞
晦渋,かいじゅう,アイウウ,名詞
晦日,みそか,イオア,名詞
晦冥,かいめい,アイエイ,名詞
海,うみ,ウイ,名詞
海,かい,アイ,名詞
海が教えてくれた,うみがおしえてくれた,ウイアオイエエウエア,名詞
海のトリトン,うみのとりとん,ウイオオイオン,名詞
海の闇、月の影,うみのやみつきのかげ,ウイオアイウイオアエ,名詞
海の王子,うみのおうじ,ウイオオウイ,名詞
海の怪物,うみのかいぶつ,ウイオアイウウ,名詞
海の御先,うみのみさき,ウイオイアイ,名詞
海の主,うみのぬし,ウイオウイ,名詞
海の底,うみのそこ,ウイオオオ,名詞
海へ,うみへ,ウイエ,名詞
海ヘト続ク地図ニ無イ道,うみへとつづくちずにないみち,ウイエオウウウイウイアイイイ,名詞
海域,かいいき,アイイイ,名詞
海鵜,うみう,ウイウ,名詞
海運,かいうん,アイウン,名詞
海猿,うみざる,ウイアウ,名詞
海河,かいが,アイア,名詞
海外,かいがい,アイアイ,名詞
海外渡航,かいがいとこう,アイアイオオウ,名詞
海外留学,かいがいりゅうがく,アイアイウウアウ,名詞
海岸,かいがん,アイアン,名詞
海岸段丘,かいがんだんきゅう,アイアンアンウウ,名詞
海亀,うみがめ,ウイアエ,名詞
海牛目,かいぎゅうもく,アイウウオウ,名詞
海峡,かいきょう,アイオウ,名詞
海軍,かいぐん,アイウン,名詞
海軍省,かいぐんしょう,アイウンオウ,名詞
海軍兵学校,かいぐんへいがっこう,アイウンエイアッオウ,名詞
海月,くらげ,ウアエ,名詞
海月姫,くらげひめ,ウアエイエ,名詞
海原,うなばら,ウアアア,名詞
海原零,かいばられい,アイアアエイ,名詞
海幸,みゆき,イウイ,名詞
海幸山幸,うみさちやまさち,ウイアイアアアイ,名詞
海幸彦,うみさちひこ,ウイアイイオ,名詞
海港,かいこう,アイオウ,名詞
海溝,かいこう,アイオウ,名詞
海皇紀,かいおうき,アイオウイ,名詞
海国兵談,かいこくへいだん,アイオウエイアン,名詞
海山,みやま,イアア,名詞
海産物,かいさんぶつ,アイアンウウ,名詞
海事,かいじ,アイイ,名詞
海女,あま,アア,名詞
海沼,かいぬま,アイウア,名詞
海上,かいじょう,アイオウ,名詞
海神,わたつみ,アアウイ,名詞
海人,あま,アア,名詞
海水,かいすい,アイウイ,名詞
海水準変動,かいすいじゅんへんどう,アイウイウンエンオウ,名詞
海水浴,かいすいよく,アイウイオウ,名詞
海水浴場,かいすいよくじょう,アイウイオウオウ,名詞
海棲哺乳類,かいせいほにゅうるい,アイエイオウウウイ,名詞
海西,かいせい,アイエイ,名詞
海千山千,うみせんやません,ウイエンアアエン,名詞
海鼠,なまこ,アアオ,名詞
海草,かいそう,アイオウ,名詞
海藻,かいそう,アイオウ,名詞
海賊,かいぞく,アイオウ,名詞
海賊伯,かいぞくはく,アイオウアウ,名詞
海賊版,かいぞくばん,アイオウアン,名詞
海谷,かいや,アイア,名詞
海狸,びーばー,イイアア,名詞
海中,かいちゅう,アイウウ,名詞
海鳥,うみどり,ウイオイ,名詞
海底,かいてい,アイエイ,名詞
海底火山,かいていかざん,アイエイアアン,名詞
海底人類アンチョビー,かいていじんるいあんちょびー,アイエイインウイアンオイイ,名詞
海童博行,かいどうひろゆき,アイオウイオウイ,名詞
海豚,いるか,イウア,名詞
海埜ゆうこ,うみのゆうこ,ウイオウウオ,名詞
海抜,かいばつ,アイアウ,名詞
海氷,かいひょう,アイオウ,名詞
海部,あま,アア,名詞
海部,かいふ,アイウ,名詞
海部,かいぶ,アイウ,名詞
海風,かいふう,アイウウ,名詞
海辺のカイン,うみべのかいん,ウイエオアイン,名詞
海辺の叙景,うみべのじょけい,ウイエオオエイ,名詞
海法,かいほう,アイオウ,名詞
海綿,かいめん,アイエン,名詞
海綿動物,かいめんどうぶつ,アイエンオウウウ,名詞
海面,かいめん,アイエン,名詞
海野そら太,うみのそらた,ウイオオアア,名詞
海野つなみ,うみのつなみ,ウイオウアイ,名詞
海容,かいよう,アイオウ,名詞
海洋,かいよう,アイオウ,名詞
海洋学,かいようがく,アイオウアウ,名詞
海洋気象台,かいようきしょうだい,アイオウイオウアイ,名詞
海洋深層水,かいようしんそうすい,アイオウインオウウイ,名詞
海洋大陸,かいようたいりく,アイオウアイイウ,名詞
海洋底拡大説,かいようていかくだいせつ,アイオウエイアウアイエウ,名詞
海洋物理学,かいようぶつりがく,アイオウウウイアウ,名詞
海藍,はいらん,アイアン,名詞
海陸,かいりく,アイイウ,名詞
海陸風,かいりくふう,アイイウウウ,名詞
海流,かいりゅう,アイウウ,名詞
海嶺,かいれい,アイエイ,名詞
海路,かいろ,アイオ,名詞
海老,えび,エイ,名詞
海老茶,えびちゃ,エイア,名詞
海嘯,つなみ,ウアイ,名詞
海濱,かいはま,アイアア,名詞
海邊,うみべ,ウイエ,名詞
海驢,あしか,アイア,名詞
灰,はい,アイ,名詞
灰の水曜日,はいのすいようび,アイオウイオウイ,名詞
灰原薬,はいばらやく,アイアアアウ,名詞
灰皿,はいざら,アイアア,名詞
灰汁,あく,アウ,名詞
灰色,はいいろ,アイイオ,名詞
灰吹,はいふき,アイウイ,名詞
灰村キヨタカ,はいむらきよたか,アイウアイオアア,名詞
灰白色,かいはくしょく,アイアウオウ,名詞
灰落し,はいおとし,アイオオイ,名詞
灰燼,かいじん,アイイン,名詞
界,かい,アイ,名詞
界,さかい,アアイ,名詞
界隈,かいわい,アイアイ,名詞
皆,みな,イア,名詞
皆,みんな,インア,副詞
皆さま,みなさま,イアアア,名詞
皆さん,みなさん,イアアン,名詞
皆下,かいげ,アイエ,名詞
皆殺し,みなごろし,イアオオイ,名詞
皆生,かいけ,アイエ,名詞
皆川,みなかわ,イアアア,名詞
皆川亮二,みながわりょうじ,イアアアオウイ,名詞
皆無,かいむ,アイウ,名詞
皆無な,かいむな,アイウア,形容詞
皆目,かいもく,アイオウ,副詞
皆様,みなさま,イアアア,名詞
絵,え,エ,名詞
絵の具,えのぐ,エオウ,名詞
絵画,かいが,アイア,名詞
絵巻,えまき,エアイ,名詞
絵巻物,えまきもの,エアイオオ,名詞
絵具,えのぐ,エオウ,名詞
絵空事,えそらごと,エオアオオ,名詞
絵姿,えすがた,エウアア,名詞
絵図,えず,エウ,名詞
絵像,えぞう,エオウ,名詞
絵都,えと,エオ,名詞
絵筆,えふで,エウエ,名詞
絵本,えほん,エオン,名詞
絵本奈央,えもとなお,エオオアオ,名詞
絵夢羅,えむら,エウア,名詞
絵葉書,えはがき,エアアイ,名詞
芥,ごみ,オイ,名詞
芥屋,あくたや,アウアア,名詞
芥見下々,あくたみげげ,アウアイエエ,名詞
芥子菜,からしな,アアイア,名詞
芥子粒,けしつぶ,エイウウ,名詞
芥川龍之介,あくたがわりゅうのすけ,アウアアアウウオウエ,名詞
蟹,かに,アイ,名詞
蟹江,かにえ,アイエ,名詞
開,ひらき,イアイ,名詞
開,ひらく,イアウ,名詞
開い,ひらい,イアイ,動詞
開いた口が塞がらない,あいたくちがふさがらない,アイアウイアウアアアアイ,名詞
開いた窓,ひらいたまど,イアイアアオ,名詞
開か,ひらか,イアア,動詞
開き,ひらき,イアイ,動詞
開き,ひらき,イアイ,名詞
開き戸,ひらきど,イアイオ,名詞
開く,ひらく,イアウ,動詞
開け,あけ,アエ,動詞
開けっ放し,あけっぱなし,アエッアアイ,名詞
開けよ,あけよ,アエオ,動詞
開ける,あける,アエウ,動詞
開けろ,あけろ,アエオ,動詞
開け放し,あけはなし,アエアアイ,動詞
開け放ち,あけはなち,アエアアイ,動詞
開こ,ひらこ,イアオ,動詞
開園,かいえん,アイエン,名詞
開化,かいか,アイア,名詞
開化天皇,かいかてんのう,アイアエンオウ,名詞
開会,かいかい,アイアイ,名詞
開巻第一,かいかんだいいち,アイアンアイイイ,名詞
開眼供養,かいげんくよう,アイエンウオウ,名詞
開業,かいぎょう,アイオウ,名詞
開校,かいこう,アイオウ,名詞
開港,かいこう,アイオウ,名詞
開講,かいこう,アイオウ,名詞
開国,かいこく,アイオウ,名詞
開墾,かいこん,アイオン,名詞
開催,かいさい,アイアイ,名詞
開山,かいさん,アイアン,名詞
開始,かいし,アイイ,名詞
開示,かいじ,アイイ,名詞
開場,かいじょう,アイオウ,名詞
開設,かいせつ,アイエウ,名詞
開戦,かいせん,アイエン,名詞
開拓,かいたく,アイアウ,名詞
開拓使官有物払下げ事件,かいたくしかんゆうぶつはらいさげじけん,アイアウイアンウウウウアアイアエイエン,名詞
開帳,かいちょう,アイオウ,名詞
開張,かいちょう,アイオウ,名詞
開陳,かいちん,アイイン,名詞
開通,かいつう,アイウウ,名詞
開廷,かいてい,アイエイ,名詞
開店,かいてん,アイエン,名詞
開発,かいはつ,アイアウ,名詞
開発者,かいはつしゃ,アイアウア,名詞
開封,かいふう,アイウウ,名詞
開閉,かいへい,アイエイ,名詞
開放,かいほう,アイオウ,名詞
開幕,かいまく,アイアウ,名詞
開幕戦,かいまくせん,アイアウエン,名詞
開明,かいめい,アイエイ,名詞
開發,かいはつ,アイアウ,名詞
開豁,かいかつ,アイアウ,名詞
開鑿,かいさく,アイアウ,名詞
開闢,かいびゃく,アイアウ,名詞
階,かい,アイ,名詞
階下,かいか,アイア,名詞
階級,かいきゅう,アイウウ,名詞
階子,はしご,アイオ,名詞
階上,かいじょう,アイオウ,名詞
階層,かいそう,アイオウ,名詞
階段,かいだん,アイアン,名詞
階梯,かいてい,アイエイ,名詞
貝,かい,アイ,名詞
貝とオルタナロック,かいとおるたなろっく,アイオオウアアオッウ,名詞
貝殻,かいがら,アイアア,名詞
貝塚ひろし,かいづかひろし,アイウアイオイ,名詞
貝姫,かいひめ,アイイエ,名詞
貝類,かいるい,アイウイ,名詞
凱歌,がいか,アイア,名詞
凱旋,がいせん,アイエン,名詞
凱旋門,がいせんもん,アイエンオン,名詞
外,がい,アイ,名詞
外,そと,オオ,名詞
外し,はずし,アウイ,動詞
外す,はずす,アウウ,動詞
外のふくらみ,そとのふくらみ,オオオウウアイ,名詞
外らさ,そらさ,オアア,動詞
外らし,そらし,オアイ,動詞
外らす,そらす,オアウ,動詞
外れ,はずれ,アウエ,動詞
外れ,はずれ,アウエ,名詞
外れたみんなの頭のネジ,はずれたみんなのあたまのねじ,アウエアインアオアアアオエイ,名詞
外れる,はずれる,アウエウ,動詞
外囲い,そとがこい,オオアオイ,名詞
外薗,ほかぞの,オアオオ,名詞
外薗昌也,ほかぞのまさや,オアオオアアア,名詞
外科,げか,エア,名詞
外貨,がいか,アイア,名詞
外海良基,とのがいよしき,オオアイオイイ,名詞
外界,がいかい,アイアイ,名詞
外廓,がいかく,アイアウ,名詞
外核,がいかく,アイアウ,名詞
外郭,がいかく,アイアウ,名詞
外観,がいかん,アイアン,名詞
外気,がいき,アイイ,名詞
外宮,げくう,エウウ,名詞
外形,がいけい,アイエイ,名詞
外見,がいけん,アイエン,名詞
外交,がいこう,アイオウ,名詞
外交官,がいこうかん,アイオウアン,名詞
外交的,がいこうてき,アイオウエイ,名詞
外行,そとゆき,オオウイ,名詞
外濠,そとぼり,オオオイ,名詞
外国,がいこく,アイオウ,名詞
外国産,がいこくさん,アイオウアン,名詞
外国人,がいこくじん,アイオウイン,名詞
外国人居留地,がいこくじんきょりゅうち,アイオウインオウウイ,名詞
外国人登録証,がいこくじんとうろくしょう,アイオウインオウオウオウ,名詞
外国製,がいこくせい,アイオウエイ,名詞
外山,とやま,オアア,名詞
外車,がいしゃ,アイア,名詞
外出,がいしゅつ,アイウウ,名詞
外傷,がいしょう,アイオウ,名詞
外食,がいしょく,アイオウ,名詞
外信,がいしん,アイイン,名詞
外人,がいじん,アイイン,名詞
外人部隊,がいじんぶたい,アイインウアイ,名詞
外陣,がいじん,アイイン,名詞
外征,がいせい,アイエイ,名詞
外戚,がいせき,アイエイ,名詞
外祖父,がいそふ,アイオウ,名詞
外祖母,がいそぼ,アイオオ,名詞
外側,そとがわ,オオアア,名詞
外的,がいてき,アイエイ,名詞
外伝,がいでん,アイエン,名詞
外伝的作品,がいでんてきさくひん,アイエンエイアウイン,名詞
外套,がいとう,アイオウ,名詞
外道,げどう,エオウ,名詞
外泊,がいはく,アイアウ,名詞
外部,がいぶ,アイウ,名詞
外聞,がいぶん,アイウン,名詞
外壁,がいへき,アイエイ,名詞
外房,そとぼう,オオオウ,名詞
外貌,がいぼう,アイオウ,名詞
外務,がいむ,アイウ,名詞
外務大臣,がいむだいじん,アイウアイイン,名詞
外面,がいめん,アイエン,名詞
外蒙古,がいもうこ,アイオウオ,名詞
外野,がいや,アイア,名詞
外野手,がいやしゅ,アイアウ,名詞
外洋,がいよう,アイオウ,名詞
外来,がいらい,アイアイ,名詞
外来思想,がいらいしそう,アイアイイオウ,名詞
外来者,がいらいしゃ,アイアイア,名詞
外来種,がいらいしゅ,アイアイウ,名詞
